TotalOwed,AmtRepaid,PRSM
318007,144425.49,0.9083164207077202
333509,144808.26,0.868391917459499
335556,148152.9,0.8830293602260129
412449,208794.54,1.0124623407984987
418415,176524.61,0.8437776370350011
389807,267079.91,1.3703186961752867
432677,231371.4,1.0694878627706117
354191,185169.14,1.0455891877546297
410352,173636.35,0.8462800230046399
428504,180933.56,0.844489479678136
346382,136501.77,0.7881574100270798
333905,94460.48,0.5657925457839804
352542,228688.17,1.2973669520227378
324496,127315.9,0.7846993491445194
444149,221658.21,0.998125448892151
339495,164617.29,0.9697774046745903
332916,184535.4,1.1086003676603107
394837,129766.58,0.6573172220435268
421176,232497.64,1.1040403061902864
441220,206556.74,0.9362981732469062
367010,157031.15,0.8557322688755075
407379,214470.72,1.0529296797331231
391026,165208.96,0.8450024295059663
344566,171850.68,0.9974906403998073
390378,158219.04,0.8105940396231346
389507,198841.89,1.0209926394134123
350571,141235.24,0.8057440005020381
315872,163870.08,1.0375726876709552
378371,192135.36,1.0155924211950704
376328,170262.62,0.9048628855679088
420099,205781.07,0.9796789328229775
304625,132868.12,0.87233890849405
405324,155544.42,0.7675065873227345
446639,206206.69,0.9233707311721547
367469,211808.06,1.1527941676712865
394137,156334.64,0.7933010095474416
313256,131820.52,0.8416152922849043
397946,207975.01,1.0452423695677304
351934,148188.26,0.8421366506219917
330228,137718.72,0.8340826338166358
333689,154985.27,0.9289204618671877
402450,170446.55,0.8470446018138899
363228,228036.54,1.2556110211767815
350245,113544.01,0.6483690559465517
304001,101780.03,0.6696032578840201
344254,180315.23,1.0475708633741365
373337,125110.31,0.6702272209826511
314894,155141.51,0.9853570407819775
386512,166194.18,0.8599690565881525
322983,110277.19,0.6828668381927222
448453,159293.33,0.7104125961917971
405863,196250.42,0.9670771664330082
370473,147182.33,0.794564408202487
372636,214858.91,1.153183857705643
378654,169597.68,0.8957923592514538
445237,214676.93,0.9643265496802826
365062,178545.94,0.9781677632840449
345411,200586.16,1.1614346966367604
400468,144329.14,0.7208023612373524
406772,154450.3,0.7593949436047711
383996,199441.99,1.0387711851165116
357638,168618.47,0.942956117638506
317555,121973.61,0.7682046259703044
306486,120638.9,0.7872392213673708
303937,151796.05,0.9988652253592026
421189,165737.42,0.7869978560693656
404436,187571.69,0.9275716800680454
420068,185565.04,0.883500004761134
415950,191078.53,0.9187572063949994
425456,239093.06,1.1239378925200256
329535,137502.96,0.8345271974145386
380053,149638.74,0.787462485495444
346470,149541.73,0.8632304672843248
396079,102650.12,0.5183315449695641
414680,152625.82,0.7361137262467445
398995,236270.9,1.1843301294502437
433049,164727.19,0.7607785262175873
315001,147829.64,0.9385979092129867
413779,230047.32,1.111933278392572
447896,196132.55,0.8757950506367549
371689,209664.94,1.1281740379726062
376866,178477.21,0.9471653585093905
300330,110549.43,0.7361863949655378
407701,174114.9,0.8541303553339334
316549,152260.52,0.9620028494798593
369264,128350.5,0.6951693097621214
313120,65699.97,0.4196472278998467
379508,224581.58,1.1835406895243314
336775,146583.07,0.8705104001187737
331538,146384.18,0.8830612478810875
437723,157354.67,0.718969165431106
410585,241762.69,1.1776498897913952
432979,199905.44,0.9233955457424032
347351,121800.71,0.7013119870102577
325154,135016.08,0.8304746673883759
321682,175758.64,1.0927477446670937
383383,189771.19,0.9899822892512188
340658,191834.18,1.1262567149457814
323639,138134.3,0.8536319788406217
301453,166009.72,1.1013970337001124
402078,212181.48,1.0554244698789788
306910,167627.29,1.0923546968166564
441575,151068.38,0.6842252392005889
367407,178118.25,0.9695963876572847
416142,159943.26,0.7686955894862811
373092,170636.62,0.9147160485885518
349541,178494.87,1.0213100609084484
324721,125152.27,0.7708295428999049
351508,152418.6,0.8672269194442233
378947,182030.19,0.9607158256959417
361486,189315.07,1.0474268436398644
311248,136631.69,0.8779602760499666
360256,142351.67,0.7902806337715403
335342,166249.8,0.9915238771164959
408442,185089.31,0.9063186939638921
344786,110786.86,0.642641290539639
321672,139113.09,0.8649375139894053
310753,155564.29,1.0012086126280357
338367,100577.49,0.5944875830089814
310738,116115.21,0.7473512090571479
307872,142039.63,0.9227187272632783
364876,160474.13,0.8796091274844057
326974,134507.19,0.8227393615394496
308688,149556.24,0.9689799409112113
335558,129931.66,0.7744214711018662
360595,186755.8,1.0358202415452238
306091,149266.24,0.9753062978003273
436243,215304.21,0.9870838500560467
393708,193841.62,0.9846973899438162
311420,123058.08,0.7903029991651146
350548,163222.47,0.9312417700286408
336658,181415.2,1.0777418032543413
442811,194815.81,0.8799050159097221
348825,164445.1,0.9428515731383932
317343,124836.64,0.7867615797417936
312884,121324.67,0.7755249229746487
319925,146179.54,0.9138363053840745
334233,149063.25,0.891972067390114
396013,189096.85,0.9550032448429724
306438,131577.64,0.8587553762914522
413868,178429.82,0.8622547285607972
415121,169290.13,0.8156182414284028
311948,123482.78,0.7916882300896303
303373,122670.4,0.8087100697820834
393781,121662.1,0.6179175734735806
408166,188342.3,0.9228710867637187
347412,154268.11,0.8880989142574234
340442,161024.62,0.945973881013506
316210,155630.92,0.9843516650327315
371064,175656.2,0.9467703684539595
354375,160837.01,0.9077221022927691
362690,152630.83,0.841659985111252
319914,127117.38,0.7946971998724658
312683,147483.76,0.9433436419632664
388992,169005.96,0.8689431145113524
368376,132289.63,0.7182315351705866
382973,130689.57,0.682500176252634
387095,237509.15,1.2271362327077333
428993,270960.06,1.2632376752068215
420821,258834.13,1.2301388476335544
300704,175489.55,1.1671913243588379
396667,148488.27,0.7486797237985514
378103,175275.67,0.9271318661846112
342949,157987.15,0.9213448646883355
397343,132822.19,0.6685518053671513
325892,120742.19,0.7409951149460557
301568,127902.54,0.8482500795840408
394461,155759.38,0.7897327238941239
300567,104412.04,0.6947671567404272
413339,120258.7,0.5818889579739632
417390,127958.11,0.6131345264620619
356851,131821.01,0.7388014045077638
